match,battingTeam,battingPos,batsmanName,batsmanNameUrl,dismissal,runs,balls,4s,6s,SR
Pakistan Vs England,Pakistan,1,Mohammad Rizwan †,https://www.espncricinfo.com/cricketers/mohammad-rizwan-323389,b Curran,15,14,0,1,107.14
Pakistan Vs England,Pakistan,2,Babar Azam (c),https://www.espncricinfo.com/cricketers/babar-azam-348144,c & b Rashid,32,28,2,0,114.28
Pakistan Vs England,Pakistan,3,Mohammad Haris,https://www.espncricinfo.com/cricketers/mohammad-haris-1205559,c Stokes b Rashid,8,12,1,0,66.66
Pakistan Vs England,Pakistan,4,Shan Masood,https://www.espncricinfo.com/cricketers/shan-masood-233901,c Livingstone b Curran,38,28,2,1,135.71
Pakistan Vs England,Pakistan,5,Iftikhar Ahmed,https://www.espncricinfo.com/cricketers/iftikhar-ahmed-480603,c †Buttler b Stokes,0,6,0,0,0.00
Pakistan Vs England,Pakistan,6,Shadab Khan,https://www.espncricinfo.com/cricketers/shadab-khan-922943,c Woakes b Jordan,20,14,2,0,142.85
Pakistan Vs England,Pakistan,7,Mohammad Nawaz,https://www.espncricinfo.com/cricketers/mohammad-nawaz-348148,c Livingstone b Curran,5,7,0,0,71.42
Pakistan Vs England,Pakistan,8,Mohammad Wasim,https://www.espncricinfo.com/cricketers/mohammad-wasim-1185538,c Livingstone b Jordan,4,8,0,0,50.00
Pakistan Vs England,Pakistan,9,Shaheen Shah Afridi,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,not out,5,3,1,0,166.66
Pakistan Vs England,Pakistan,10,Haris Rauf,https://www.espncricinfo.com/cricketers/haris-rauf-1161606,not out,1,1,0,0,100.00
Pakistan Vs England,England,1,Jos Buttler (c)†,https://www.espncricinfo.com/cricketers/jos-buttler-308967,c †Mohammad Rizwan b Haris Rauf,26,17,3,1,152.94
Pakistan Vs England,England,2,Alex Hales,https://www.espncricinfo.com/cricketers/alex-hales-249866,b Shaheen Shah Afridi,1,2,0,0,50.00
Pakistan Vs England,England,3,Phil Salt,https://www.espncricinfo.com/cricketers/phil-salt-669365,c Iftikhar Ahmed b Haris Rauf,10,9,2,0,111.11
Pakistan Vs England,England,4,Ben Stokes,https://www.espncricinfo.com/cricketers/ben-stokes-311158,not out,52,49,5,1,106.12
Pakistan Vs England,England,5,Harry Brook,https://www.espncricinfo.com/cricketers/harry-brook-911707,c Shaheen Shah Afridi b Shadab Khan,20,23,1,0,86.95
Pakistan Vs England,England,6,Moeen Ali,https://www.espncricinfo.com/cricketers/moeen-ali-8917,b Mohammad Wasim,19,13,3,0,146.15
Pakistan Vs England,England,7,Liam Livingstone,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,not out,1,1,0,0,100.00
India Vs England,India,1,KL Rahul,https://www.espncricinfo.com/cricketers/kl-rahul-422108,c †Buttler b Woakes,5,5,1,0,100.00
India Vs England,India,2,Rohit Sharma (c),https://www.espncricinfo.com/cricketers/rohit-sharma-34102,c Curran b Jordan,27,28,4,0,96.42
India Vs England,India,3,Virat Kohli,https://www.espncricinfo.com/cricketers/virat-kohli-253802,c Rashid b Jordan,50,40,4,1,125.00
India Vs England,India,4,Suryakumar Yadav,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,c Salt b Rashid,14,10,1,1,140.00
India Vs England,India,5,Hardik Pandya,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,hit wicket b Jordan,63,33,4,5,190.90
India Vs England,India,6,Rishabh Pant †,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,run out (†Buttler/Jordan),6,4,1,0,150.00
India Vs England,India,7,Ravichandran Ashwin,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,not out,0,0,0,0,-
India Vs England,England,1,Jos Buttler (c)†,https://www.espncricinfo.com/cricketers/jos-buttler-308967,not out,80,49,9,3,163.26
India Vs England,England,2,Alex Hales,https://www.espncricinfo.com/cricketers/alex-hales-249866,not out,86,47,4,7,182.97
Pakistan Vs New Zealand,Pakistan,1,Finn Allen,https://www.espncricinfo.com/cricketers/finn-allen-959759,lbw b Shaheen Shah Afridi,4,3,1,0,133.33
Pakistan Vs New Zealand,Pakistan,2,Devon Conway †,https://www.espncricinfo.com/cricketers/devon-conway-379140,run out (Shadab Khan),21,20,3,0,105.00
Pakistan Vs New Zealand,Pakistan,3,Kane Williamson (c),https://www.espncricinfo.com/cricketers/kane-williamson-277906,b Shaheen Shah Afridi,46,42,1,1,109.52
Pakistan Vs New Zealand,Pakistan,4,Glenn Phillips,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,c & b Mohammad Nawaz,6,8,1,0,75.00
Pakistan Vs New Zealand,Pakistan,5,Daryl Mitchell,https://www.espncricinfo.com/cricketers/daryl-mitchell-381743,not out,53,35,3,1,151.42
Pakistan Vs New Zealand,Pakistan,6,James Neesham,https://www.espncricinfo.com/cricketers/james-neesham-355269,not out,16,12,1,0,133.33
Pakistan Vs New Zealand,New Zealand,1,Mohammad Rizwan †,https://www.espncricinfo.com/cricketers/mohammad-rizwan-323389,c Phillips b Boult,57,43,5,0,132.55
Pakistan Vs New Zealand,New Zealand,2,Babar Azam (c),https://www.espncricinfo.com/cricketers/babar-azam-348144,c Mitchell b Boult,53,42,7,0,126.19
Pakistan Vs New Zealand,New Zealand,3,Mohammad Haris,https://www.espncricinfo.com/cricketers/mohammad-haris-1205559,c Allen b Santner,30,26,2,1,115.38
Pakistan Vs New Zealand,New Zealand,4,Shan Masood,https://www.espncricinfo.com/cricketers/shan-masood-233901,not out,3,4,0,0,75.00
Pakistan Vs New Zealand,New Zealand,5,Iftikhar Ahmed,https://www.espncricinfo.com/cricketers/iftikhar-ahmed-480603,not out,0,0,0,0,-
Zimbabwe Vs India,Zimbabwe,1,KL Rahul,https://www.espncricinfo.com/cricketers/kl-rahul-422108,c Masakadza b Sikandar Raza,51,35,3,3,145.71
Zimbabwe Vs India,Zimbabwe,2,Rohit Sharma (c),https://www.espncricinfo.com/cricketers/rohit-sharma-34102,c Masakadza b Muzarabani,15,13,2,0,115.38
Zimbabwe Vs India,Zimbabwe,3,Virat Kohli,https://www.espncricinfo.com/cricketers/virat-kohli-253802,c Burl b Williams,26,25,2,0,104.00
Zimbabwe Vs India,Zimbabwe,4,Suryakumar Yadav,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,not out,61,25,6,4,244.00
Zimbabwe Vs India,Zimbabwe,5,Rishabh Pant †,https://www.espncricinfo.com/cricketers/rishabh-pant-931581,c Burl b Williams,3,5,0,0,60.00
Zimbabwe Vs India,Zimbabwe,6,Hardik Pandya,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,c Muzarabani b Ngarava,18,18,2,0,100.00
Zimbabwe Vs India,Zimbabwe,7,Axar Patel,https://www.espncricinfo.com/cricketers/axar-patel-554691,not out,0,0,0,0,-
Zimbabwe Vs India,India,1,Wessly Madhevere,https://www.espncricinfo.com/cricketers/wessly-madhevere-938959,c Kohli b Kumar,0,1,0,0,0.00
Zimbabwe Vs India,India,2,Craig Ervine (c),https://www.espncricinfo.com/cricketers/craig-ervine-55412,c & b Pandya,13,15,2,0,86.66
Zimbabwe Vs India,India,3,Regis Chakabva †,https://www.espncricinfo.com/cricketers/regis-chakabva-293831,b Arshdeep Singh,0,6,0,0,0.00
Zimbabwe Vs India,India,4,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,c Kumar b Mohammed Shami,11,18,0,1,61.11
Zimbabwe Vs India,India,5,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,c Yadav b Pandya,34,24,3,0,141.66
Zimbabwe Vs India,India,6,Tony Munyonga,https://www.espncricinfo.com/cricketers/tony-munyonga-1122853,lbw b Mohammed Shami,5,4,1,0,125.00
Zimbabwe Vs India,India,7,Ryan Burl,https://www.espncricinfo.com/cricketers/ryan-burl-495964,b Ashwin,35,22,5,1,159.09
Zimbabwe Vs India,India,8,Wellington Masakadza,https://www.espncricinfo.com/cricketers/wellington-masakadza-571703,c Sharma b Ashwin,1,7,0,0,14.28
Zimbabwe Vs India,India,9,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,b Ashwin,1,2,0,0,50.00
Zimbabwe Vs India,India,10,Tendai Chatara,https://www.espncricinfo.com/cricketers/tendai-chatara-425639,c & b Patel,4,4,1,0,100.00
Zimbabwe Vs India,India,11,Blessing Muzarabani,https://www.espncricinfo.com/cricketers/blessing-muzarabani-827051,not out,0,2,0,0,0.00
Pakistan Vs Bangladesh,Pakistan,1,Najmul Hossain Shanto,https://www.espncricinfo.com/cricketers/najmul-hossain-shanto-629058,b Iftikhar Ahmed,54,48,7,0,112.50
Pakistan Vs Bangladesh,Pakistan,2,Litton Das,https://www.espncricinfo.com/cricketers/litton-das-536936,c Shan Masood b Shaheen Shah Afridi,10,8,0,1,125.00
Pakistan Vs Bangladesh,Pakistan,3,Soumya Sarkar,https://www.espncricinfo.com/cricketers/soumya-sarkar-436677,c Shan Masood b Shadab Khan,20,17,1,1,117.64
Pakistan Vs Bangladesh,Pakistan,4,Shakib Al Hasan (c),https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,lbw b Shadab Khan,0,1,0,0,0.00
Pakistan Vs Bangladesh,Pakistan,5,Afif Hossain,https://www.espncricinfo.com/cricketers/afif-hossain-935995,not out,24,20,3,0,120.00
Pakistan Vs Bangladesh,Pakistan,6,Mosaddek Hossain,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,b Shaheen Shah Afridi,5,11,0,0,45.45
Pakistan Vs Bangladesh,Pakistan,7,Nurul Hasan †,https://www.espncricinfo.com/cricketers/nurul-hasan-410765,c Mohammad Haris b Shaheen Shah Afridi,0,3,0,0,0.00
Pakistan Vs Bangladesh,Pakistan,8,Taskin Ahmed,https://www.espncricinfo.com/cricketers/taskin-ahmed-538506,c Babar Azam b Shaheen Shah Afridi,1,5,0,0,20.00
Pakistan Vs Bangladesh,Pakistan,9,Nasum Ahmed,https://www.espncricinfo.com/cricketers/nasum-ahmed-348049,c Mohammad Wasim b Haris Rauf,7,6,1,0,116.66
Pakistan Vs Bangladesh,Pakistan,10,Mustafizur Rahman,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,not out,0,1,0,0,0.00
Pakistan Vs Bangladesh,Bangladesh,1,Mohammad Rizwan †,https://www.espncricinfo.com/cricketers/mohammad-rizwan-323389,c Najmul Hossain Shanto b Ebadot Hossain,32,32,2,1,100.00
Pakistan Vs Bangladesh,Bangladesh,2,Babar Azam (c),https://www.espncricinfo.com/cricketers/babar-azam-348144,c Mustafizur Rahman b Nasum Ahmed,25,33,2,0,75.75
Pakistan Vs Bangladesh,Bangladesh,3,Mohammad Nawaz,https://www.espncricinfo.com/cricketers/mohammad-nawaz-348148,run out (Litton Das),4,11,0,0,36.36
Pakistan Vs Bangladesh,Bangladesh,4,Mohammad Haris,https://www.espncricinfo.com/cricketers/mohammad-haris-1205559,c Nasum Ahmed b Shakib Al Hasan,31,18,1,2,172.22
Pakistan Vs Bangladesh,Bangladesh,5,Shan Masood,https://www.espncricinfo.com/cricketers/shan-masood-233901,not out,24,14,2,0,171.42
Pakistan Vs Bangladesh,Bangladesh,6,Iftikhar Ahmed,https://www.espncricinfo.com/cricketers/iftikhar-ahmed-480603,c Najmul Hossain Shanto b Mustafizur Rahman,1,3,0,0,33.33
Pakistan Vs Bangladesh,Bangladesh,7,Shadab Khan,https://www.espncricinfo.com/cricketers/shadab-khan-922943,not out,0,0,0,0,-
South Africa Vs Netherlands,South Africa,1,Stephan Myburgh,https://www.espncricinfo.com/cricketers/stephan-myburgh-233712,c Rossouw b Markram,37,30,7,0,123.33
South Africa Vs Netherlands,South Africa,2,Max O'Dowd,https://www.espncricinfo.com/cricketers/max-o-dowd-643197,c Rabada b Maharaj,29,31,1,1,93.54
South Africa Vs Netherlands,South Africa,3,Tom Cooper,https://www.espncricinfo.com/cricketers/tom-cooper-219885,c †de Kock b Maharaj,35,19,2,2,184.21
South Africa Vs Netherlands,South Africa,4,Colin Ackermann,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,not out,41,26,3,2,157.69
South Africa Vs Netherlands,South Africa,5,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,b Nortje,1,7,0,0,14.28
South Africa Vs Netherlands,South Africa,6,Scott Edwards (c)†,https://www.espncricinfo.com/cricketers/scott-edwards-1127317,not out,12,7,2,0,171.42
South Africa Vs Netherlands,Netherlands,1,Quinton de Kock †,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,c †Edwards b Klaassen,13,13,1,1,100.00
South Africa Vs Netherlands,Netherlands,2,Temba Bavuma (c),https://www.espncricinfo.com/cricketers/temba-bavuma-372116,b van Meekeren,20,20,2,0,100.00
South Africa Vs Netherlands,Netherlands,3,Rilee Rossouw,https://www.espncricinfo.com/cricketers/rilee-rossouw-318845,c O'Dowd b Glover,25,19,2,0,131.57
South Africa Vs Netherlands,Netherlands,4,Aiden Markram,https://www.espncricinfo.com/cricketers/aiden-markram-600498,c Myburgh b Klaassen,17,13,2,0,130.76
South Africa Vs Netherlands,Netherlands,5,David Miller,https://www.espncricinfo.com/cricketers/david-miller-321777,c van der Merwe b Glover,17,17,1,0,100.00
South Africa Vs Netherlands,Netherlands,6,Heinrich Klaasen,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757,c van Beek b de Leede,21,18,0,1,116.66
South Africa Vs Netherlands,Netherlands,7,Wayne Parnell,https://www.espncricinfo.com/cricketers/wayne-parnell-265564,c †Edwards b Glover,0,2,0,0,0.00
South Africa Vs Netherlands,Netherlands,8,Keshav Maharaj,https://www.espncricinfo.com/cricketers/keshav-maharaj-267724,c O'Dowd b de Leede,13,12,0,1,108.33
South Africa Vs Netherlands,Netherlands,9,Kagiso Rabada,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,not out,9,8,0,0,112.50
South Africa Vs Netherlands,Netherlands,10,Anrich Nortje,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,not out,4,1,1,0,400.00
Sri Lanka Vs England,Sri Lanka,1,Pathum Nissanka,https://www.espncricinfo.com/cricketers/pathum-nissanka-1028655,c sub (CJ Jordan) b Rashid,67,45,2,5,148.88
Sri Lanka Vs England,Sri Lanka,2,Kusal Mendis †,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,c Livingstone b Woakes,18,14,1,1,128.57
Sri Lanka Vs England,Sri Lanka,3,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,c Stokes b Curran,9,11,0,0,81.81
Sri Lanka Vs England,Sri Lanka,4,Charith Asalanka,https://www.espncricinfo.com/cricketers/charith-asalanka-784367,c Malan b Stokes,8,9,0,0,88.88
Sri Lanka Vs England,Sri Lanka,5,Bhanuka Rajapaksa,https://www.espncricinfo.com/cricketers/bhanuka-rajapaksa-342619,c Curran b Wood,22,22,3,0,100.00
Sri Lanka Vs England,Sri Lanka,6,Dasun Shanaka (c),https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,c †Buttler b Wood,3,8,0,0,37.50
Sri Lanka Vs England,Sri Lanka,7,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,run out (†Buttler/Wood),9,9,1,0,100.00
Sri Lanka Vs England,Sri Lanka,8,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,c Hales b Wood,0,2,0,0,0.00
Sri Lanka Vs England,Sri Lanka,9,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,not out,0,0,0,0,-
Sri Lanka Vs England,England,1,Jos Buttler (c)†,https://www.espncricinfo.com/cricketers/jos-buttler-308967,c Karunaratne b Hasaranga,28,23,2,1,121.73
Sri Lanka Vs England,England,2,Alex Hales,https://www.espncricinfo.com/cricketers/alex-hales-249866,c & b Hasaranga,47,30,7,1,156.66
Sri Lanka Vs England,England,3,Ben Stokes,https://www.espncricinfo.com/cricketers/ben-stokes-311158,not out,42,36,2,0,116.66
Sri Lanka Vs England,England,4,Harry Brook,https://www.espncricinfo.com/cricketers/harry-brook-911707,c & b de Silva,4,5,0,0,80.00
Sri Lanka Vs England,England,5,Liam Livingstone,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,c de Silva b Kumara,4,6,0,0,66.66
Sri Lanka Vs England,England,6,Moeen Ali,https://www.espncricinfo.com/cricketers/moeen-ali-8917,c Shanaka b de Silva,1,5,0,0,20.00
Sri Lanka Vs England,England,7,Sam Curran,https://www.espncricinfo.com/cricketers/sam-curran-662973,c Rajitha b Kumara,6,11,0,0,54.54
Sri Lanka Vs England,England,8,Chris Woakes,https://www.espncricinfo.com/cricketers/chris-woakes-247235,not out,5,3,1,0,166.66
Afghanistan Vs Australia,Afghanistan,1,David Warner,https://www.espncricinfo.com/cricketers/david-warner-219889,b Naveen-ul-Haq,25,18,5,0,138.88
Afghanistan Vs Australia,Afghanistan,2,Cameron Green,https://www.espncricinfo.com/cricketers/cameron-green-1076713,c Gulbadin Naib b Fazalhaq Farooqi,3,2,0,0,150.00
Afghanistan Vs Australia,Afghanistan,3,Mitchell Marsh,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,c †Rahmanullah Gurbaz b Mujeeb Ur Rahman,45,30,3,2,150.00
Afghanistan Vs Australia,Afghanistan,4,Steven Smith,https://www.espncricinfo.com/cricketers/steven-smith-267192,lbw b Naveen-ul-Haq,4,4,1,0,100.00
Afghanistan Vs Australia,Afghanistan,5,Marcus Stoinis,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,c Usman Ghani b Rashid Khan,25,21,0,2,119.04
Afghanistan Vs Australia,Afghanistan,6,Glenn Maxwell,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,not out,54,32,6,2,168.75
Afghanistan Vs Australia,Afghanistan,7,Matthew Wade (c)†,https://www.espncricinfo.com/cricketers/matthew-wade-230193,b Fazalhaq Farooqi,6,8,1,0,75.00
Afghanistan Vs Australia,Afghanistan,8,Pat Cummins,https://www.espncricinfo.com/cricketers/pat-cummins-489889,c Rashid Khan b Naveen-ul-Haq,0,2,0,0,0.00
Afghanistan Vs Australia,Afghanistan,9,Kane Richardson,https://www.espncricinfo.com/cricketers/kane-richardson-272262,run out (Naveen-ul-Haq),1,1,0,0,100.00
Afghanistan Vs Australia,Afghanistan,10,Adam Zampa,https://www.espncricinfo.com/cricketers/adam-zampa-379504,not out,1,1,0,0,100.00
Afghanistan Vs Australia,Australia,1,Rahmanullah Gurbaz †,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087,c Warner b Richardson,30,17,2,2,176.47
Afghanistan Vs Australia,Australia,2,Usman Ghani,https://www.espncricinfo.com/cricketers/usman-ghani-711559,c Cummins b Hazlewood,2,7,0,0,28.57
Afghanistan Vs Australia,Australia,3,Ibrahim Zadran,https://www.espncricinfo.com/cricketers/ibrahim-zadran-921509,c Marsh b Zampa,26,33,2,0,78.78
Afghanistan Vs Australia,Australia,4,Gulbadin Naib,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,run out (Maxwell),39,23,3,2,169.56
Afghanistan Vs Australia,Australia,5,Mohammad Nabi (c),https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,c Warner b Hazlewood,1,2,0,0,50.00
Afghanistan Vs Australia,Australia,6,Najibullah Zadran,https://www.espncricinfo.com/cricketers/najibullah-zadran-524049,c Maxwell b Zampa,0,2,0,0,0.00
Afghanistan Vs Australia,Australia,7,Darwish Rasooli,https://www.espncricinfo.com/cricketers/darwish-rasooli-819441,run out (†Wade/Stoinis),15,13,1,0,115.38
Afghanistan Vs Australia,Australia,8,Rashid Khan,https://www.espncricinfo.com/cricketers/rashid-khan-793463,not out,48,23,3,4,208.69
Afghanistan Vs Australia,Australia,9,Naveen-ul-Haq,https://www.espncricinfo.com/cricketers/naveen-ul-haq-793447,not out,0,0,0,0,-
New Zealand Vs Ireland,New Zealand,1,Finn Allen,https://www.espncricinfo.com/cricketers/finn-allen-959759,c Hand b Adair,32,18,5,1,177.77
New Zealand Vs Ireland,New Zealand,2,Devon Conway †,https://www.espncricinfo.com/cricketers/devon-conway-379140,c Adair b Delany,28,33,2,0,84.84
New Zealand Vs Ireland,New Zealand,3,Kane Williamson (c),https://www.espncricinfo.com/cricketers/kane-williamson-277906,c Delany b Little,61,35,5,3,174.28
New Zealand Vs Ireland,New Zealand,4,Glenn Phillips,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,c Dockrell b Delany,17,9,2,1,188.88
New Zealand Vs Ireland,New Zealand,5,Daryl Mitchell,https://www.espncricinfo.com/cricketers/daryl-mitchell-381743,not out,31,21,2,0,147.61
New Zealand Vs Ireland,New Zealand,6,James Neesham,https://www.espncricinfo.com/cricketers/james-neesham-355269,lbw b Little,0,1,0,0,0.00
New Zealand Vs Ireland,New Zealand,7,Mitchell Santner,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,lbw b Little,0,1,0,0,0.00
New Zealand Vs Ireland,New Zealand,8,Tim Southee,https://www.espncricinfo.com/cricketers/tim-southee-232364,not out,1,2,0,0,50.00
New Zealand Vs Ireland,Ireland,1,Paul Stirling,https://www.espncricinfo.com/cricketers/paul-stirling-303427,b Sodhi,37,27,3,1,137.03
New Zealand Vs Ireland,Ireland,2,Andy Balbirnie (c),https://www.espncricinfo.com/cricketers/andy-balbirnie-303423,b Santner,30,25,0,3,120.00
New Zealand Vs Ireland,Ireland,3,Lorcan Tucker †,https://www.espncricinfo.com/cricketers/lorcan-tucker-928057,c Allen b Sodhi,13,14,0,0,92.85
